family,parameter_name,parameter_value,mean_x,mean_k,delta_x,delta_k,delta_p,uncertainty_product,ratio_to_hbar_over_2,C,D,S_balance,pass_fail
boundary_softness_sweep,softness,2.6487499999999997,-1.734723475976807e-16,-7.080373050967491e-14,3.1439821454495056,0.15934289458033196,0.15934289458033196,0.5009712155648065,1.001942431129613,0.31806796404586724,0.15934289458033196,0.6675294107847669,PASS
boundary_softness_sweep,softness,2.7725,1.734723475976807e-16,-8.393904327319391e-14,3.146443008670749,0.15918938613009076,0.15918938613009076,0.5008803310436124,1.0017606620872248,0.3178192000439708,0.15918938613009076,0.6674487241710507,PASS
boundary_softness_sweep,softness,2.8962499999999998,0.0,-9.756963336343084e-14,3.149820882813986,0.15901744697096773,0.15901744697096773,0.5008764752009198,1.0017529504018396,0.3174783701053829,0.15901744697096773,0.6674453007660047,PASS
boundary_softness_sweep,softness,3.0199999999999996,0.0,-1.1144437424852871e-13,3.1539929161380296,0.15882733712951874,0.15882733712951874,0.5009402961955688,1.0018805923911376,0.317058416613108,0.15882733712951874,0.6675019618913978,PASS
boundary_softness_sweep,softness,3.14375,-1.734723475976807e-16,-1.2538887250358685e-13,3.158848940019791,0.15861971744759998,0.15861971744759998,0.5010557263255899,1.0021114526511798,0.31657101019633377,0.15861971744759998,0.6676044300537021,PASS
boundary_softness_sweep,softness,3.2674999999999996,1.734723475976807e-16,-1.3913805012275623e-13,3.1642905901052396,0.15839553692959427,0.15839553692959427,0.5012095070209821,1.0024190140419642,0.3160266010734575,0.15839553692959427,0.6677409178099589,PASS
boundary_softness_sweep,softness,3.39125,-3.469446951953614e-16,-1.5258727105109645e-13,3.17023035882325,0.158155942202776,0.158155942202776,0.5013907693995358,1.0027815387990715,0.3154344911298093,0.158155942202776,0.6679017609795124,PASS
boundary_softness_sweep,softness,3.5149999999999997,-1.734723475976807e-16,-1.65603996285683e-13,3.1765906339714567,0.1579022053265433,0.1579022053265433,0.5015906665237353,1.0031813330474706,0.3148029177273809,0.1579022053265433,0.6680790946650961,PASS
boundary_softness_sweep,softness,3.63875,-1.734723475976807e-16,-1.7806266256058737e-13,3.1833027593438,0.15763566687894678,0.15763566687894678,0.5018020533467514,1.0036041066935029,0.31413914277064364,0.15763566687894678,0.6682665697907701,PASS
boundary_softness_sweep,softness,3.7624999999999997,-3.469446951953614e-16,-1.899214154538334e-13,3.1903061399859656,0.15735769173794273,0.15735769173794273,0.5020192101255775,1.004038420251155,0.31344954249565704,0.15735769173794273,0.6684591072363708,PASS
